event_name,event_date,race_name,distance_m,athlete_name,finish_time,swim_time,bike_time,run_time,overall_position,category,country,bib,source
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Julie Derron,3:27:49,0:27:36,1:55:05,1:03:22,1,fpro,CHE,32,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Kate Waugh,3:31:02,0:27:07,1:55:30,1:06:18,2,fpro,GBR,31,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Jessica Learmonth,3:33:46,0:27:03,1:55:27,1:09:08,3,fpro,GBR,33,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Georgia Taylor-Brown,3:35:54,0:27:35,1:58:56,1:06:54,4,fpro,GBR,45,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Holly Lawrence,3:37:42,0:27:35,1:59:35,1:08:12,5,fpro,GBR,38,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Taylor Spivey,3:38:33,0:27:05,2:01:50,1:07:24,6,fpro,USA,35,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Lisa Perterer,3:39:37,0:29:43,1:58:11,1:09:21,7,fpro,AUT,36,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Lizzie Rayner,3:41:01,0:29:47,1:58:46,1:09:56,8,fpro,GBR,49,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Hanne De Vet,3:44:58,0:29:45,2:01:56,1:10:47,9,fpro,BEL,37,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Megan McDonald,3:45:26,0:29:41,1:59:33,1:13:30,10,fpro,GBR,44,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Diede Diederiks,3:47:26,0:34:16,1:59:27,1:11:24,11,fpro,NLD,48,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Kaidi Kivioja,3:48:14,0:31:46,2:00:40,1:13:30,12,fpro,EST,46,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Leana Bissig,3:48:54,0:31:50,2:03:03,1:11:46,13,fpro,CHE,41,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Lottie Lucas,3:51:06,0:29:39,2:03:19,1:15:42,14,fpro,ARE,55,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Jenny Jendryschik,3:51:58,0:31:52,2:03:16,1:14:30,15,fpro,DEU,52,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Rebecca Anderbury,3:54:48,0:34:19,1:58:20,1:19:27,16,fpro,GBR,50,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,T100 Professional Women,100000,Lisa-Maria Dornauer,3:56:58,0:34:21,2:06:01,1:13:47,17,fpro,AUT,54,sportstats
