event_name,event_date,race_name,distance_m,athlete_name,finish_time,swim_time,bike_time,run_time,overall_position,category,country,bib,source
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Ashleigh Gentle,3:41:42,,,,1,fpro,AUS,34,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Paula Findlay,3:42:33,,,,2,fpro,CAN,36,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,India Lee,3:43:20,,,,3,fpro,GBR,42,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Lucy Byram,3:44:03,,,,4,fpro,GBR,33,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Ellie Salthouse,3:44:20,,,,5,fpro,AUS,40,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Hannah Berry,3:44:51,,,,6,fpro,NZL,37,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Caroline Pohle,3:45:00,,,,7,fpro,DEU,47,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Laura Madsen,3:46:06,,,,8,fpro,DNK,43,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Georgia Taylor-Brown,3:47:08,,,,9,fpro,GBR,44,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Alanis Siffert,3:48:45,,,,10,fpro,CHE,55,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Marta Sanchez,3:52:19,,,,11,fpro,ESP,39,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Grace Thek,3:52:38,,,,12,fpro,AUS,38,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Diede Diederiks,3:53:17,,,,13,fpro,NLD,46,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Justine Guerard,3:53:36,,,,14,fpro,FRA,54,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Leana Bissig,3:54:52,,,,15,fpro,CHE,48,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Els Visser,3:55:57,,,,16,fpro,NLD,41,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Anastacia Damm Nielsen,3:56:18,,,,17,fpro,DNK,49,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Kaidi Kivioja,3:59:33,,,,18,fpro,EST,45,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Professional Women,100000,Julie Iemmolo,4:02:45,,,,19,fpro,FRA,50,sportstats
